license_,avg_violations,times_inspected
2069775.0,8.0,1
2528918.0,0.0,1
41897.0,1.0,1
2689806.0,0.0,1
1769881.0,14.0,1
2488143.0,4.5,2
1514750.0,8.0,1
1247262.0,6.5,2
2358944.0,8.666666666666666,3
2647767.0,4.5,4
2689695.0,1.5,2
69607.0,4.0,1
2636307.0,2.0,2
1848194.0,0.0,1
2551845.0,9.0,1
2298339.0,18.0,3
84319.0,3.5,2
1596616.0,11.0,2
2431752.0,3.75,4
64540.0,5.0,2
22371.0,0.0,1
2621898.0,5.0,4
70205.0,0.0,1
2205571.0,0.0,1
2496427.0,7.0,3
2215605.0,3.0,1
2451378.0,2.5,4
2446479.0,0.0,1
2289372.0,5.0,2
2616831.0,3.0,1
7545.0,2.0,1
2422801.0,13.5,2
2215610.0,3.0,1
2088929.0,9.666666666666666,3
2689051.0,9.0,1
2501605.0,0.0,1
2609768.0,4.0,1
33511.0,11.0,1
2569510.0,7.0,3
2303640.0,6.0,1
2328131.0,5.0,1
2677463.0,0.0,1
2157363.0,6.666666666666667,3
2463556.0,1.5,2
1542917.0,6.0,1
2555908.0,0.0,1
2293923.0,4.0,1
2665375.0,0.0,2
2583393.0,6.0,1
1817276.0,8.0,1
2677462.0,0.0,1
1798526.0,7.0,1
2341098.0,1.5,2
3528.0,5.0,1
1695816.0,7.666666666666667,3
37803.0,5.0,4
2652969.0,4.333333333333333,3
2496844.0,0.0,1
2192890.0,9.0,1
2609440.0,4.0,1
16712.0,7.5,2
2059922.0,4.5,2
2102697.0,5.0,2
2689945.0,12.0,2
2689052.0,0.0,1
29401.0,7.0,1
2215544.0,2.0,1
78302.0,6.0,2
2637301.0,12.5,2
2665376.0,9.5,2
2689644.0,4.5,2
2677149.0,0.5,2
2689937.0,4.0,1
2437275.0,8.5,2
2534807.0,3.6666666666666665,3
2555780.0,5.0,1
2360157.0,4.0,1
2615645.0,5.0,1
1909742.0,7.0,1
31036.0,6.5,2
2608171.0,7.5,4
2470573.0,0.0,1
2529296.0,2.0,1
69457.0,0.0,1
2595620.0,13.0,1
27835.0,1.0,2
2689123.0,1.5,2
2040649.0,0.0,1
2528763.0,10.0,1
2240749.0,2.0,1
2373877.0,8.0,2
25341.0,1.5,2
25693.0,6.0,2
2412516.0,7.5,2
31782.0,3.0,1
2589296.0,0.0,2
2678083.0,10.666666666666666,3
51664.0,2.0,1
2304758.0,2.6666666666666665,3
2368683.0,0.0,1
2355266.0,5.5,2
2615723.0,2.5,2
2368244.0,2.0,1
2589605.0,10.0,2
2470582.0,0.0,1
14192.0,17.0,1
25946.0,9.0,1
2647430.0,7.0,3
2555533.0,3.0,1
2215620.0,0.0,1
23261.0,2.0,1
2470641.0,1.0,1
2298797.0,0.0,1
2683446.0,0.0,2
2683428.0,0.0,1
2529177.0,8.5,2
20886.0,14.0,1
2177836.0,12.0,1
2511163.0,6.0,1
1823622.0,0.0,1
2405902.0,2.6666666666666665,3
2202395.0,0.0,1
2517129.0,7.0,2
2600906.0,11.0,1
57689.0,15.0,2
2589073.0,7.0,1
2578374.0,3.0,2
34183.0,3.5,2
2215643.0,1.0,1
1991820.0,7.666666666666667,3
3080659.0,0.0,1
2203492.0,0.0,1
34185.0,4.0,2
2469779.0,4.0,1
1969955.0,6.0,1
2646756.0,3.0,2
2608056.0,0.0,2
2664105.0,1.0,2
2523672.0,4.0,1
2476370.0,3.0,1
2447134.0,6.0,1
22281.0,2.0,1
1741003.0,11.0,3
2664090.0,0.0,1
2684391.0,3.0,1
2483908.0,2.0,1
1998846.0,5.5,2
2677857.0,2.0,1
2463091.0,23.0,1
23914.0,9.0,1
2428168.0,0.0,1
2225302.0,0.0,1
2184967.0,9.0,1
2609439.0,5.0,2
2556107.0,5.0,3
2079685.0,9.333333333333334,3
34157.0,2.0,2
2626774.0,3.8,5
1139942.0,3.0,2
2385472.0,8.0,1
1981908.0,5.0,1
2262538.0,8.0,2
2631117.0,2.0,1
2437262.0,0.0,1
2626305.0,1.5,2
23369.0,17.0,1
2109251.0,7.0,1
30212.0,12.5,2
2541870.0,0.0,1
2392023.0,0.0,1
2560363.0,7.0,1
1248503.0,3.0,1
2684671.0,0.0,1
2221191.0,1.0,1
2134095.0,0.0,1
2451351.0,4.0,1
2215884.0,1.0,1
2488830.0,3.5,2
2518015.0,8.0,3
2298798.0,13.0,1
2583931.0,1.5,2
2458132.0,4.0,1
2385784.0,2.5,2
1844144.0,7.428571428571429,7
1768216.0,5.0,1
3759896.0,2.6666666666666665,3
2350062.0,4.0,1
2348764.0,0.0,1
1998968.0,8.0,1
2589092.0,2.5,2
2641368.0,0.0,1
2684475.0,1.0,1
1145606.0,3.5,2
2641367.0,1.0,1
2671117.0,0.0,2
1737982.0,3.0,1
2684873.0,0.0,1
1358027.0,4.0,1
2528511.0,16.0,5
2594950.0,0.0,1
2689649.0,0.0,1
2298331.0,3.0,1
1620340.0,2.0,1
6503.0,14.0,1
2647921.0,0.0,2
1243865.0,9.5,2
1964807.0,0.0,1
1817934.0,11.0,1
2671113.0,0.0,2
36126.0,9.5,2
2102640.0,4.0,1
2647920.0,12.5,2
1953757.0,16.0,2
48972.0,17.0,1
2671118.0,0.0,2
1380524.0,7.0,1
2215932.0,0.5,2
2683676.0,5.0,3
3759848.0,2.0,1
2671036.0,3.0,1
2664128.0,9.5,2
2671110.0,12.5,2
2188855.0,13.0,1
1194928.0,10.0,1
1445833.0,5.333333333333333,3
2419455.0,1.0,1
2202278.0,11.0,2
2627555.0,0.5,2
2563589.0,0.0,1
2641369.0,0.0,1
2670817.0,7.333333333333333,3
2184320.0,4.0,1
2601982.0,3.5,2
2670818.0,0.0,2
2032536.0,2.5,2
2671111.0,0.0,2
2523375.0,11.5,2
1574635.0,2.0,2
2689433.0,5.0,1
1980154.0,2.0,1
2451966.0,12.0,1
2689434.0,4.0,1
2563433.0,11.0,1
2689652.0,3.0,1
2215472.0,3.0,2
2677408.0,0.0,2
2684735.0,2.0,2
2215838.0,3.0,1
2688998.0,4.0,2
2423269.0,7.0,4
2374705.0,7.0,2
2677822.0,3.5,2
1874389.0,12.5,2
33183.0,15.0,1
2555919.0,1.5,2
2392091.0,6.0,1
2225418.0,1.0,1
2422984.0,8.0,1
1841301.0,7.0,1
2642149.0,4.5,2
1916618.0,1.0,1
2470706.0,2.5,2
2683622.0,1.0,2
2663543.0,4.666666666666667,3
2601569.0,1.5,2
2621362.0,10.5,2
2617364.0,2.0,1
2589062.0,1.0,2
1698639.0,0.0,1
2689028.0,5.0,1
2657921.0,8.5,2
2528493.0,1.0,1
2617180.0,5.0,2
2689301.0,5.0,1
2202308.0,12.0,1
1980651.0,1.0,1
1770127.0,3.0,1
2569638.0,4.5,2
1922996.0,0.0,1
2621534.0,0.5,2
1768994.0,13.0,1
2328295.0,5.0,1
2578472.0,0.0,1
2657924.0,0.0,2
1878475.0,2.0,2
2550253.0,8.0,1
2216002.0,4.0,1
2341538.0,4.0,2
2043260.0,8.0,3
2379215.0,3.3333333333333335,3
2510693.0,4.0,1
48863.0,8.0,1
1050.0,6.5,2
1802424.0,7.666666666666667,3
2590204.0,3.5,2
2550659.0,1.0,1
2689035.0,1.5,2
2579001.0,0.0,1
21999.0,8.5,2
2362814.0,3.6666666666666665,3
2541853.0,15.5,2
2379981.0,3.0,2
2245840.0,12.333333333333334,3
2134292.0,2.0,1
2216100.0,5.0,2
2683289.0,7.0,1
1276342.0,3.0,1
2319777.0,3.0,2
2040661.0,2.0,1
2404371.0,14.0,2
2215629.0,3.0,1
2642186.0,0.0,1
1878441.0,2.0,1
2271372.0,5.5,2
2157766.0,0.0,1
2671700.0,9.0,1
1959502.0,6.0,2
69608.0,16.5,2
2488682.0,4.0,1
2522334.0,13.5,2
2216030.0,1.0,1
2689476.0,1.0,1
2458696.0,0.0,1
1902989.0,15.333333333333334,3
28489.0,7.0,1
2215665.0,6.0,2
1974525.0,1.0,1
2495771.0,6.0,1
2215984.0,8.0,3
1045342.0,8.0,1
1986439.0,6.0,5
75437.0,15.0,1
7004.0,3.25,4
2683875.0,7.0,2
2551920.0,6.0,2
2600751.0,5.5,2
2683404.0,4.333333333333333,3
2476381.0,4.25,4
25671.0,5.5,2
3943.0,11.0,1
70743.0,5.5,2
2617265.0,2.0,1
2578249.0,4.333333333333333,3
2689414.0,5.0,1
2120626.0,13.5,2
2488492.0,12.0,1
2688898.0,0.0,1
2215546.0,0.0,1
2689465.0,1.0,1
2589065.0,11.0,1
2689134.0,1.0,2
2630707.0,3.0,1
2600522.0,1.3333333333333333,3
2358877.0,9.0,1
2575392.0,0.0,1
67609.0,5.0,2
2671466.0,0.0,2
2114895.0,4.0,1
2206836.0,9.0,1
1275490.0,1.5,2
2517205.0,14.0,1
1937785.0,4.5,2
2446299.0,3.0,1
2397526.0,5.0,2
2528595.0,3.0,1
2469699.0,0.0,1
2665045.0,2.0,1
2446779.0,3.0,1
2652916.0,0.0,2
2560593.0,5.666666666666667,3
2632018.0,14.0,2
2446994.0,0.0,1
2578261.0,7.0,1
2115281.0,4.0,1
2358986.0,9.5,2
2671463.0,11.0,2
12380.0,4.5,2
2529764.0,0.0,1
2688790.0,3.0,2
46328.0,4.0,2
3933.0,9.5,2
2615766.0,7.0,2
2373870.0,1.3333333333333333,3
2341067.0,3.0,2
2294282.0,7.0,1
1772533.0,3.0,1
72501.0,0.0,2
2177832.0,12.333333333333334,3
2114749.0,6.0,1
2094011.0,2.0,1
2609641.0,8.0,1
2314597.0,4.0,3
42618.0,0.0,1
2423912.0,8.2,5
2386048.0,9.25,4
2412626.0,10.0,2
1821756.0,8.0,1
2397428.0,1.0,1
2688961.0,3.0,1
1695169.0,1.0,1
2129398.0,2.0,3
2232538.0,6.0,1
2683701.0,2.5,4
2437247.0,5.0,1
22676.0,4.0,2
2458798.0,2.5,2
30962.0,6.5,2
2418331.0,3.0,1
2626937.0,4.0,1
2411687.0,0.0,1
2314545.0,7.5,2
2350419.0,0.0,1
1492765.0,3.0,1
2088718.0,5.0,1
1738519.0,13.0,2
2134060.0,6.0,1
2373667.0,0.0,1
2215658.0,5.5,2
1392.0,3.6666666666666665,3
1870339.0,5.0,2
2496258.0,0.0,1
1801271.0,6.0,2
2684159.0,4.0,1
2671181.0,0.0,1
1617900.0,8.0,2
2463968.0,6.0,2
2671180.0,0.0,1
2653037.0,0.0,1
2476760.0,14.333333333333334,3
3775.0,3.0,1
2458402.0,13.75,4
2368802.0,2.0,1
2688841.0,3.0,1
2535459.0,6.0,1
2671528.0,0.5,2
2549292.0,2.0,1
2270363.0,5.0,1
2658446.0,0.0,1
2584045.0,0.0,1
2551148.0,0.0,1
2535057.0,10.0,1
2671183.0,0.0,1
2653036.0,4.0,1
2397260.0,0.0,1
2215954.0,4.0,2
2261760.0,8.0,1
2688993.0,11.0,1
2563635.0,14.0,1
2074097.0,8.0,2
2341139.0,0.0,1
2496218.0,6.0,2
2368808.0,5.0,1
2559835.0,7.0,1
1382145.0,10.5,2
1422721.0,14.0,2
2385098.0,4.5,2
2313774.0,11.0,2
2683806.0,12.0,1
2584046.0,0.0,1
2264071.0,4.0,1
2659134.0,8.0,2
2671182.0,0.0,1
2320734.0,2.3333333333333335,3
2437591.0,7.0,1
2684288.0,1.5,2
2152231.0,11.0,2
2004404.0,5.0,1
1446680.0,7.0,2
2689015.0,0.0,1
2536010.0,1.0,1
2134056.0,5.0,1
15456.0,6.0,2
2664974.0,4.0,1
1305316.0,7.5,2
2109816.0,0.0,1
1434.0,3.5,2
2601820.0,2.5,2
2196553.0,11.0,1
1578473.0,11.0,1
1196269.0,2.0,1
2032247.0,2.5,2
2405784.0,4.0,1
2278892.0,0.0,1
2549925.0,7.0,3
2549860.0,5.75,4
2684536.0,9.0,1
52004.0,8.0,1
2179700.0,1.5,2
26055.0,3.0,1
2601821.0,0.0,2
2177328.0,2.0,1
2677241.0,3.0,1
2492789.0,5.5,2
2579339.0,1.0,1
2688786.0,1.0,2
2078719.0,12.0,2
2517705.0,4.0,2
55418.0,8.5,2
2560978.0,5.8,5
2158281.0,5.666666666666667,3
2463442.0,7.0,1
2026344.0,2.5,2
2689216.0,1.0,1
2689016.0,1.0,1
1969710.0,13.0,1
2215775.0,1.0,1
1618579.0,1.0,2
2141260.0,3.0,1
2043447.0,2.0,1
14622.0,3.0,2
2060206.0,9.75,4
2203561.0,5.0,1
1986217.0,9.0,2
26528.0,10.0,1
2689135.0,3.0,1
2368736.0,2.5,2
2055067.0,0.0,1
2578636.0,4.0,2
57933.0,0.0,1
2646924.0,2.5,2
1355794.0,1.0,1
1879269.0,8.0,1
2206030.0,0.0,2
2569626.0,9.0,1
1000774.0,2.5,2
81565.0,2.5,2
2647834.0,8.0,1
2578910.0,0.0,1
2570412.0,6.0,1
2630936.0,12.0,1
2451485.0,3.0,2
57934.0,0.0,1
1942299.0,4.0,1
2631857.0,7.5,2
1646198.0,6.0,1
57932.0,0.0,2
2684518.0,3.0,1
2506445.0,10.0,1
2092912.0,3.0,1
2683692.0,0.0,2
60765.0,7.0,1
2548796.0,0.0,1
2595711.0,3.5,2
2152750.0,13.0,2
2626476.0,3.0,2
2419138.0,2.0,1
2522733.0,15.0,3
1542.0,1.0,2
2665228.0,0.0,1
2446998.0,6.75,4
2665227.0,0.0,1
53171.0,4.333333333333333,3
43697.0,7.0,1
55355.0,3.1666666666666665,6
2683693.0,5.0,2
1621501.0,1.0,2
1650064.0,4.0,1
2483311.0,6.666666666666667,3
1212.0,5.0,1
1970076.0,9.0,2
2220008.0,2.0,1
2313937.0,7.5,2
1379458.0,9.0,1
1681213.0,9.666666666666666,3
2398385.0,0.0,1
2141879.0,2.0,2
5079.0,4.0,1
2141327.0,0.0,1
3760050.0,2.0,1
24686.0,4.0,2
2677112.0,4.0,1
1403943.0,5.5,2
15630.0,19.0,1
28008.0,3.5,2
2664787.0,1.6666666666666667,3
2206671.0,0.0,1
2379193.0,1.5,2
2362828.0,2.0,1
1270916.0,9.0,2
2627575.0,0.0,1
2659350.0,7.0,2
2069042.0,11.4,5
2501370.0,4.0,1
2464464.0,7.0,1
2595975.0,7.0,1
2569276.0,13.0,2
1894000.0,5.0,2
2163786.0,6.0,2
1909968.0,7.0,1
1938696.0,0.0,2
2205833.0,2.0,1
2032955.0,4.5,2
2658977.0,5.0,1
2133974.0,0.0,1
2427620.0,3.5,2
22811.0,5.666666666666667,3
22936.0,2.0,2
4851.0,9.0,1
1959000.0,8.0,1
1740448.0,0.0,1
2589262.0,6.0,1
2500828.0,7.0,1
2688844.0,5.0,1
2578266.0,8.0,2
2588975.0,9.0,2
2363853.0,3.0,1
1336958.0,6.0,3
2659351.0,0.0,2
2564379.0,2.0,1
2215943.0,5.0,1
1647252.0,7.0,1
44712.0,10.0,2
2391792.0,5.0,2
2517172.0,2.0,2
2595327.0,5.5,2
2688987.0,5.0,1
86985.0,5.0,2
2511101.0,4.0,3
2068861.0,2.0,2
1772607.0,4.0,1
1476654.0,1.5,2
18219.0,3.5,2
2542354.0,0.0,1
2641468.0,7.5,2
1932299.0,1.0,1
2569687.0,2.0,1
2033242.0,8.0,1
2560361.0,0.0,1
2115332.0,0.0,1
1139498.0,8.0,1
2631601.0,6.5,2
2684875.0,11.0,1
2215672.0,3.0,1
2452276.0,7.5,2
1817105.0,8.0,1
1446810.0,4.5,2
3032.0,0.0,1
86179.0,0.0,2
2506375.0,15.0,1
1898267.0,0.0,1
2542212.0,6.5,2
2146319.0,1.0,2
36306.0,0.0,2
2341662.0,9.0,1
52887.0,6.0,1
1248488.0,5.25,4
2215855.0,2.0,1
2294414.0,7.0,1
2205577.0,1.0,1
1869160.0,3.0,2
2002814.0,2.25,4
80690.0,11.0,1
2391128.0,5.0,1
2060138.0,4.0,1
1122732.0,10.0,1
2203417.0,0.0,1
37209.0,9.5,2
2501650.0,0.0,1
2442794.0,7.5,4
1475038.0,8.0,2
2185079.0,8.25,4
1974239.0,1.0,2
2088536.0,6.666666666666667,3
2379419.0,12.166666666666666,6
2412015.0,1.0,1
2437425.0,11.0,1
2601035.0,6.666666666666667,3
2216107.0,3.0,1
2560537.0,1.0,1
2437868.0,4.333333333333333,3
2207939.0,8.0,1
2550506.0,4.0,1
2432280.0,5.0,1
2600878.0,4.0,1
71334.0,9.5,2
1591573.0,13.0,1
2659232.0,0.5,2
2617086.0,0.0,1
2589051.0,10.0,1
1330101.0,7.0,1
1985223.0,17.0,1
2304660.0,1.5,2
2379398.0,5.5,2
2684644.0,5.5,2
2684617.0,8.0,1
25051.0,15.0,1
2536798.0,8.0,1
2446154.0,8.5,2
1986407.0,0.5,2
2501368.0,4.0,1
2652417.0,6.0,2
2355382.0,3.0,2
2589550.0,9.0,1
2600678.0,2.0,2
2391797.0,15.0,1
2003002.0,0.0,1
2428384.0,4.0,1
1477822.0,8.5,2
2334704.0,7.333333333333333,3
1650274.0,10.0,1
2609157.0,2.6666666666666665,3
2616196.0,9.6,5
13994.0,2.5,2
2556034.0,6.0,4
3846027.0,3.0,1
2559694.0,3.0,1
2658471.0,3.0,2
2215474.0,4.0,1
2412171.0,0.0,1
2205135.0,1.0,1
1592159.0,2.0,1
2215730.0,9.0,2
1518375.0,0.0,1
404.0,9.5,2
2670235.0,1.3333333333333333,3
1394.0,6.0,4
2304630.0,8.0,1
2688921.0,0.5,2
2671483.0,0.0,2
2017995.0,2.25,4
2308185.0,4.0,3
25772.0,7.75,4
2684170.0,7.5,2
1648110.0,3.6666666666666665,3
2114079.0,3.5,2
1243125.0,7.0,1
2341038.0,4.0,2
25493.0,5.0,1
58084.0,8.5,2
32709.0,14.0,1
2210898.0,5.0,1
2183768.0,1.5,2
2391618.0,7.0,1
2569918.0,0.0,1
2523663.0,0.6666666666666666,3
25496.0,8.0,1
2432435.0,0.0,2
1145462.0,5.0,1
74790.0,2.6666666666666665,3
2156798.0,8.0,2
2683419.0,3.0,1
2438130.0,9.0,2
2506210.0,5.666666666666667,3
2042631.0,12.0,2
51201.0,0.0,1
2334648.0,0.0,1
2589935.0,3.0,2
52356.0,0.0,1
2608975.0,5.0,1
2405576.0,2.0,1
1332616.0,13.0,1
2641666.0,0.0,3
2579136.0,0.0,1
7813.0,8.5,2
2205617.0,0.0,2
2451427.0,9.2,5
2184293.0,4.0,1
2641665.0,7.5,4
63670.0,4.0,1
1192905.0,5.0,2
2626697.0,3.6666666666666665,3
2432436.0,2.5,2
2412676.0,14.0,1
23243.0,5.5,2
45994.0,4.0,1
2423163.0,0.0,1
2060960.0,5.0,1
2608553.0,1.0,1
2684586.0,4.0,2
2452010.0,15.0,1
2385468.0,10.0,1
2137182.0,8.0,1
2432635.0,3.0,1
2437705.0,0.0,1
1742999.0,8.0,1
2003356.0,6.0,1
2398940.0,5.0,2
2578015.0,12.0,1
2405544.0,2.0,3
2565091.0,3.0,1
2621254.0,5.0,1
1618656.0,10.0,1
2647111.0,0.0,1
2609714.0,11.0,1
2013184.0,6.0,1
1168049.0,0.0,2
1847484.0,6.0,1
1909523.0,4.0,2
2320557.0,4.5,2
2627467.0,11.0,1
2099079.0,9.0,3
2452287.0,0.0,1
1909532.0,3.3333333333333335,3
2517965.0,1.0,1
2437708.0,0.0,1
2621255.0,0.0,1
1822283.0,0.0,1
1742571.0,2.0,1
2677551.0,0.0,1
2241077.0,0.0,1
1444674.0,8.0,2
2279559.0,8.0,1
2536639.0,2.5,2
1716955.0,7.0,3
2627468.0,0.0,1
2665308.0,0.0,1
1947810.0,3.0,1
66392.0,2.0,1
2684016.0,2.3333333333333335,3
2261729.0,5.0,3
2626982.0,1.5,2
2627466.0,0.0,1
2065298.0,0.0,1
1797796.0,1.0,1
2517695.0,10.5,2
1245673.0,6.666666666666667,3
12280.0,12.25,4
2677548.0,4.0,1
2130061.0,2.0,1
1937118.0,0.0,1
2114823.0,4.0,1
1479249.0,20.0,2
2683828.0,3.6666666666666665,3
2646685.0,0.0,1
1677434.0,14.0,1
1909539.0,4.0,2
2529904.0,10.0,1
2158450.0,5.0,3
2589876.0,6.0,4
1331472.0,5.0,2
2575236.0,6.0,1
2363482.0,5.0,2
2528066.0,14.0,1
2641421.0,2.5,2
2583584.0,7.0,1
2565135.0,3.0,6
2477101.0,4.5,4
2215937.0,5.0,1
1330095.0,7.333333333333333,3
1840958.0,4.0,3
2602233.0,3.0,1
2069923.0,9.5,2
1739898.0,7.0,1
1649665.0,13.0,2
2458393.0,9.0,2
2378922.0,2.5,2
1646292.0,0.0,1
1888343.0,10.0,1
1335894.0,10.0,1
2658971.0,0.5,4
2129336.0,2.0,1
2487453.0,10.5,2
2658340.0,3.0,2
2069345.0,3.5,4
1841004.0,5.0,1
2469885.0,9.0,2
2114300.0,4.0,1
2204504.0,6.5,2
2188943.0,5.0,1
2583290.0,2.0,1
2684521.0,10.0,1
2138152.0,8.0,1
2677267.0,0.5,2
2079754.0,7.0,1
2299419.0,2.0,1
81721.0,9.0,1
1270965.0,0.0,2
2616365.0,4.666666666666667,3
2142688.0,11.0,1
2349549.0,0.0,1
28488.0,4.0,1
2283226.0,1.0,3
2683386.0,6.0,1
2215622.0,6.0,1
2637010.0,9.5,2
2457788.0,0.0,1
2463533.0,0.0,1
2684565.0,7.5,2
2600668.0,9.0,1
2684115.0,2.0,1
2560191.0,0.0,1
2215840.0,2.0,1
2658639.0,4.25,4
28690.0,1.3333333333333333,3
2684130.0,7.0,1
1738099.0,6.333333333333333,3
1547937.0,0.0,1
2216860.0,0.0,1
2432242.0,4.5,2
28114.0,14.0,1
2536324.0,7.0,1
2125360.0,10.0,2
14709.0,5.666666666666667,3
1841264.0,2.0,1
1887545.0,0.0,1
1797826.0,10.5,2
1997874.0,20.0,1
2594598.0,0.0,1
2319786.0,2.0,1
2522196.0,6.0,1
2369214.0,7.5,2
1477513.0,15.0,1
1963537.0,11.0,1
2523139.0,0.0,1
2594642.0,0.0,1
1885116.0,0.0,1
78239.0,7.5,2
2626482.0,4.0,1
1490824.0,6.0,2
2578715.0,8.0,1
2583193.0,3.0,1
2683532.0,6.333333333333333,3
3070.0,4.0,1
2204282.0,11.5,2
2411779.0,4.0,1
2321266.0,0.0,1
44199.0,14.0,1
2626722.0,0.5,4
2334484.0,8.0,1
2522224.0,1.5,2
2511252.0,7.0,2
2522216.0,2.6666666666666665,3
2452000.0,2.3333333333333335,3
3642.0,0.0,1
2359655.0,0.0,1
10559.0,2.0,1
2535924.0,7.0,1
2379132.0,11.0,2
2684506.0,1.0,1
2636845.0,0.0,2
2483240.0,15.0,1
2432095.0,4.333333333333333,3
2583839.0,7.0,1
2162294.0,3.0,1
2423352.0,16.0,2
47311.0,0.6666666666666666,3
2583306.0,10.0,4
2595283.0,10.0,1
2657927.0,7.5,6
2437382.0,6.0,1
1879922.0,5.0,1
2550793.0,0.0,1
2423441.0,7.0,1
2009116.0,20.0,1
2636847.0,0.5,2
2487433.0,9.0,1
2405204.0,5.0,3
1331447.0,7.0,1
2373965.0,5.0,1
1969227.0,9.0,1
2363040.0,9.5,2
2684846.0,0.0,1
1476422.0,5.0,1
2333013.0,5.0,3
2013325.0,1.5,2
1272746.0,5.5,2
2670396.0,2.0,1
2341070.0,8.0,2
2506122.0,10.0,1
2293158.0,10.0,2
1518304.0,5.5,2
1443878.0,0.0,2
2528737.0,4.0,2
2646915.0,4.0,2
2379689.0,11.0,2
2411506.0,4.0,3
2683707.0,3.0,2
1194944.0,5.0,1
1888944.0,13.0,1
2636843.0,2.5,2
2163519.0,0.0,2
2622876.0,15.0,2
2684483.0,4.0,1
2129944.0,10.0,1
2215790.0,5.0,1
1933344.0,4.0,1
2069435.0,9.5,2
1544738.0,2.0,2
2551090.0,0.0,2
2120806.0,5.0,2
53740.0,6.5,2
2205289.0,6.5,2
1694954.0,7.0,2
2215617.0,4.0,1
63983.0,6.0,1
2385750.0,6.0,2
1649359.0,6.0,4
2683918.0,3.0,1
2684513.0,3.0,1
2601357.0,11.5,2
1802253.0,11.0,1
2457971.0,4.5,2
1820618.0,0.0,1
2014055.0,7.0,2
2652875.0,3.0,3
2152229.0,10.0,1
2215768.0,10.0,1
2398633.0,6.0,3
2664014.0,2.0,1
1845744.0,4.666666666666667,3
2341509.0,0.0,1
2278549.0,5.0,1
2678185.0,0.0,1
2385539.0,2.6666666666666665,3
35062.0,5.0,1
2631065.0,7.0,1
2162577.0,11.0,2
2328517.0,2.75,4
2202828.0,13.0,2
1573356.0,5.0,1
2560031.0,7.0,1
2304443.0,8.0,1
59230.0,6.0,1
2138021.0,0.0,1
2022158.0,8.0,1
1383452.0,5.0,1
2404614.0,11.0,1
51686.0,4.0,2
2152021.0,0.0,1
2670354.0,7.0,1
2158051.0,8.0,1
2600745.0,14.0,1
1335044.0,2.0,1
68226.0,14.0,1
2631965.0,1.5,4
2564005.0,8.5,2
1766607.0,7.0,1
2359976.0,2.0,1
2670355.0,0.0,1
2437117.0,2.0,1
2386062.0,4.0,3
2247280.0,4.0,1
1476091.0,9.0,1
2215606.0,0.0,1
1042702.0,0.0,1
2684488.0,2.0,1
28853.0,8.0,1
2658781.0,1.0,1
2663812.0,0.0,1
2511373.0,3.0,2
2284710.0,7.0,1
2560420.0,0.0,1
2215550.0,4.0,2
2411733.0,3.0,1
1272041.0,3.0,1
2003512.0,12.0,1
2418971.0,7.0,1
2215997.0,1.0,1
11562.0,5.0,1
2496273.0,4.0,2
40718.0,0.0,1
1044752.0,7.5,4
1980748.0,0.0,1
82246.0,0.0,1
34210.0,2.0,2
48878.0,5.5,2
2608427.0,0.0,1
2647156.0,4.25,4
1726.0,3.5,2
1909520.0,4.0,2
1246.0,6.0,1
2428020.0,12.0,1
2373598.0,1.0,1
1478565.0,5.0,1
1873531.0,6.0,1
2621489.0,0.0,1
1547695.0,6.0,1
2391330.0,11.0,1
2641863.0,8.5,4
2437677.0,4.0,1
2510890.0,8.0,1
1678043.0,3.3333333333333335,3
1675893.0,0.0,2
2283660.0,2.0,1
2677311.0,4.0,1
2600676.0,3.0,1
1742764.0,8.0,1
2423649.0,8.0,1
2205578.0,6.0,1
1358636.0,5.0,2
2163841.0,4.0,1
2379582.0,10.0,1
2501133.0,0.0,1
2684533.0,0.0,1
2216124.0,3.0,1
2235049.0,0.0,1
2684038.0,4.333333333333333,3
2578895.0,7.0,1
1476348.0,13.0,1
1980425.0,2.0,2
14431.0,2.0,1
2411336.0,1.0,2
82243.0,1.0,1
2093910.0,3.0,1
2517808.0,4.0,1
1591726.0,8.0,1
2429193.0,2.0,1
2641233.0,1.0,2
43079.0,5.5,2
2327237.0,0.0,1
2522463.0,3.0,1
2289531.0,3.0,1
2517585.0,6.0,4
2487849.0,1.0,1
2246884.0,4.0,1
2517018.0,8.0,1
31294.0,7.333333333333333,3
2326536.0,4.0,1
37708.0,15.0,1
1336669.0,9.0,1
28472.0,3.0,1
40692.0,0.0,1
2333839.0,0.0,1
2501366.0,10.0,1
1494999.0,5.5,2
1801484.0,2.0,1
1196305.0,10.0,1
68304.0,5.0,1
2477302.0,3.5,2
2252317.0,11.0,1
2559559.0,4.0,2
1997591.0,13.0,2
2511905.0,2.5,2
2469246.0,2.0,1
2684389.0,2.0,1
9.0,16.0,1
2678156.0,1.0,1
2269773.0,0.0,1
1495623.0,2.3333333333333335,3
2641464.0,1.0,1
40429.0,3.0,1
48870.0,9.6,5
2559648.0,14.0,1
2535929.0,2.3333333333333335,3
2437509.0,10.0,1
2501352.0,8.5,2
2646382.0,6.0,3
67265.0,0.0,1
2636662.0,11.5,2
2621867.0,10.0,1
2288900.0,6.5,2
2670533.0,0.0,1
39851.0,11.666666666666666,3
42683.0,14.5,2
2215692.0,2.0,1
2458056.0,2.0,1
2328544.0,0.0,1
2684104.0,7.0,1
83345.0,7.2,5
2658572.0,0.0,1
2309123.0,4.25,4
